amt,lat,long,city_pop,merch_lat,merch_long,age,trans_hour,trans_day,trans_month,trans_dayofweek,merchant,category,gender,street,city,state,zip,job,is_fraud
4.508836,37.39089,-103.61218,8.562555,36.719658,-104.546074,51.0,15.0,12.0,3.0,3.0,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,F,651 Miller Common,Bristow,CO,31092,"Editor, magazine features",1
4.578313,31.89252,-131.22191,11.415775,31.875168,-130.28778,46.0,15.0,29.0,3.0,6.0,"fraud_Weimann, Kuhic and Beahan",grocery_net,M,5942 Thomas Park,Paauilo,HI,40502,"Lecturer, further education",1
4.633432,40.21339,-100.13403,5.3654733,40.22562,-100.35073,43.0,0.0,20.0,6.0,5.0,fraud_Douglas-White,grocery_net,M,9412 Harris Mews,Dumont,NE,50073,"Engineer, materials",1
4.588649,35.442703,-98.20111,6.8556876,35.400764,-98.181145,43.0,22.0,28.0,7.0,6.0,fraud_Botsford Ltd,shopping_net,F,0611 Stafford Valley Suite 504,Irvine,OK,24433,"Designer, furniture",1
4.470495,42.940437,-84.630295,10.107561,42.676243,-84.69423,52.0,1.0,12.0,9.0,3.0,"fraud_Dare, Fritsch and Zboncak",misc_net,F,919 Miller Isle,Dallas,MI,29127,Museum/gallery exhibitions officer,1
4.607418,39.400234,-86.276054,8.5328045,39.649513,-85.98714,57.0,3.0,2.0,8.0,5.0,"fraud_Moen, Reinger and Murphy",grocery_net,M,368 Rollins Fort Apt. 076,Big Creek,IN,33872,Advertising copywriter,1
4.4241424,43.48582,-72.06261,10.280786,43.672146,-71.86142,62.0,8.0,21.0,9.0,1.0,fraud_Schmitt Ltd,grocery_net,M,65417 Walsh Radial Suite 691,Craig,NH,97383,Administrator,1
4.3903003,40.506245,-81.007095,7.2554264,40.355164,-81.69946,43.0,22.0,15.0,2.0,5.0,fraud_Schaefer Ltd,personal_care,F,7535 Amanda Manors Suite 293,Clarksville,WV,23117,Health promotion specialist,1
4.388327,34.386242,-87.45728,9.168713,34.466038,-87.25932,79.0,5.0,26.0,4.0,3.0,fraud_Goyette-Herzog,personal_care,F,977 Rita Grove Apt. 000,New Waverly,AL,14510,Firefighter,1
4.399555,35.548603,-87.02116,9.492832,34.911255,-87.45637,44.0,14.0,23.0,2.0,6.0,"fraud_Turcotte, McKenzie and Koss",grocery_net,M,083 Karen Island Apt. 656,Morven,TN,8014,Public affairs consultant,1
4.400729,37.924473,-111.21452,9.832275,38.550877,-110.80254,63.0,22.0,13.0,5.0,6.0,fraud_Gottlieb-Hansen,personal_care,M,554 Harrell Ferry Suite 533,Joliet,NV,36344,Fine artist,1
4.605062,43.47287,-72.12777,7.036544,43.581493,-72.523674,36.0,2.0,2.0,5.0,4.0,fraud_Donnelly PLC,personal_care,F,682 Mills Way Apt. 814,Edisto Island,ME,35554,"Therapist, drama",1
4.696462,44.325874,-88.28204,8.967857,44.29223,-88.056526,60.0,1.0,13.0,8.0,4.0,fraud_Koss and Sons,food_dining,M,144 Evans Islands Apt. 683,Senatobia,WI,21865,Freight forwarder,1
4.413613,40.06029,-79.42787,8.234172,40.018993,-79.8759,31.0,23.0,13.0,2.0,3.0,"fraud_Reilly, Heaney and Cole",misc_pos,M,8088 Sherman Radial Suite 689,Andrews,RI,28659,Academic librarian,1
4.5412765,31.811684,-109.15628,8.000779,31.354979,-109.79001,60.0,23.0,12.0,3.0,1.0,fraud_Kassulke PLC,shopping_net,M,27720 Martin Hills,Norwich,AZ,19017,Investment analyst,1
4.3814225,34.82274,-80.327034,9.084196,35.16189,-79.77833,59.0,22.0,4.0,12.0,3.0,fraud_Botsford Ltd,kids_pets,M,836 Stephanie Union,Beasley,SC,4226,Building control surveyor,1
4.60917,39.64367,-97.652534,6.4330444,40.02903,-99.13722,56.0,23.0,13.0,1.0,6.0,"fraud_Monahan, Hermann and Johns",misc_pos,M,382 Williams Stream Suite 197,Ridgeland,KS,16421,Rural practice surveyor,1
4.7024503,32.564693,-107.96424,8.816025,32.8762,-108.03817,37.0,23.0,17.0,8.0,5.0,fraud_Kub PLC,grocery_pos,M,952 Joseph Throughway,East China,AZ,24340,Animator,1
4.3860035,51.65391,-131.60583,12.677878,51.50304,-133.77171,42.0,21.0,5.0,4.0,5.0,fraud_Shields Inc,personal_care,M,87227 Tapia Burgs,Plainfield,AK,77338,Geochemist,1
4.585257,43.869816,-94.743965,6.9674826,44.07674,-94.406075,52.0,22.0,3.0,5.0,3.0,fraud_Collier Inc,shopping_net,M,598 Martin Pine Suite 365,Loami,IA,29320,Advertising account executive,1
4.6068754,39.9107,-120.42195,7.074843,39.594875,-120.83337,26.0,1.0,9.0,5.0,6.0,fraud_Runte-Mohr,personal_care,F,83359 Lopez Point,Crouse,CA,28119,"Engineer, aeronautical",1
4.405415,33.588802,-107.18603,6.926159,33.582592,-106.43227,65.0,22.0,27.0,11.0,5.0,fraud_Cartwright-Harris,personal_care,F,5537 Jessica Plaza,Carroll,AZ,11413,"Programme researcher, broadcasting/film/video",1
4.37598,32.07283,-83.45778,8.058801,32.167313,-83.506065,59.0,4.0,19.0,6.0,6.0,"fraud_Raynor, Feest and Miller",home,F,46095 Tara Fords,Steuben,GA,32935,Mental health nurse,1
4.585923,31.531261,-90.15939,14.7260065,32.055164,-90.917694,71.0,23.0,17.0,2.0,0.0,fraud_Pacocha-Bauch,misc_pos,M,91745 Davis Crossing,Reno,LA,32960,"Engineer, control and instrumentation",1
4.4005985,44.607025,-95.39447,11.32594,44.559433,-95.20819,65.0,20.0,26.0,6.0,4.0,fraud_Kutch-Wilderman,gas_transport,F,862 Anderson Highway,Newark Valley,ND,12207,Civil Service fast streamer,1
4.6031275,39.12954,-91.39543,8.284644,39.074093,-91.96869,37.0,3.0,23.0,2.0,5.0,fraud_Hills-Witting,gas_transport,F,554 Mcdonald Valley Apt. 539,Mendon,IL,11955,"Engineer, building services",1
4.597394,44.30285,-72.41054,6.8438897,44.51968,-73.34722,66.0,23.0,29.0,6.0,4.0,fraud_Schoen-Quigley,kids_pets,M,250 Benjamin Hill Apt. 026,Battle Creek,VT,43070,Broadcast journalist,1
4.4734845,39.825138,-78.51052,9.797581,39.354485,-79.45674,55.0,23.0,19.0,8.0,0.0,fraud_Block Group,shopping_pos,F,6963 Russell Causeway Suite 231,Pleasant Hill,PA,37683,Cytogeneticist,1
4.612947,38.6166,-80.4384,13.639044,38.987965,-80.21598,69.0,9.0,27.0,2.0,3.0,"fraud_Swaniawski, Lowe and Robel",misc_pos,M,49120 Regina Island Apt. 170,Louisville,OH,70447,Further education lecturer,1
4.386444,35.88748,-80.05767,10.608631,35.609497,-79.73384,48.0,21.0,24.0,9.0,3.0,fraud_Pfeffer LLC,kids_pets,F,493 Fitzgerald Fields Suite 454,Highland,NC,35803,Facilities manager,1
4.595158,38.218143,-79.0355,11.235303,38.416443,-79.210434,46.0,1.0,26.0,4.0,4.0,fraud_Morissette PLC,grocery_net,M,3423 Michael Canyon Suite 276,Stittville,DC,46322,"Engineer, control and instrumentation",1
4.417041,33.404793,-80.14403,11.58705,33.444912,-79.413826,55.0,22.0,26.0,11.0,3.0,fraud_Kessler Group,misc_pos,F,343 Joshua Views,Pueblo,SC,79837,Financial trader,1
4.422498,44.669777,-73.854355,6.0954833,44.410378,-74.293495,47.0,23.0,11.0,3.0,2.0,fraud_Jaskolski-Vandervort,entertainment,F,117 Natasha Vista Suite 936,New Franken,NH,29911,Horticultural therapist,1
4.472136,31.179375,-88.81299,7.922834,30.6709,-89.21271,69.0,23.0,7.0,8.0,4.0,fraud_Harris Group,entertainment,F,27386 Snyder Station,Plymouth,MS,62023,Public relations account executive,1
4.506018,39.01242,-86.22434,5.030418,38.739483,-85.27848,81.0,22.0,14.0,12.0,0.0,fraud_Hackett-Lueilwitz,shopping_pos,M,77944 Daniels Valley Suite 921,Brooklin,KY,95537,Industrial/product designer,1
4.524026,41.11642,-72.290405,7.7686357,40.869747,-72.10012,56.0,18.0,5.0,6.0,2.0,fraud_Sporer Inc,home,M,0005 Morrison Land,West Henrietta,CT,33872,"Scientist, marine",1
4.5390368,44.44546,-91.34131,6.278806,44.05959,-90.019165,60.0,23.0,20.0,2.0,2.0,fraud_Lubowitz-Walter,entertainment,F,4938 Hatfield Course,Heiskell,WI,61454,"Presenter, broadcasting",1
4.4390693,41.794292,-79.65023,8.15624,41.897,-79.94029,71.0,2.0,15.0,5.0,2.0,fraud_Gottlieb-Hansen,kids_pets,F,0665 Lisa Alley,Lorenzo,RI,64726,Press sub,1
4.4356337,39.802864,-78.56122,5.5080423,39.64652,-79.21404,62.0,3.0,13.0,3.0,2.0,fraud_Schoen Ltd,grocery_pos,M,1943 Dennis Inlet Suite 145,Ruidoso,PA,99783,Outdoor activities/education manager,1
4.6733227,31.74431,-95.50179,8.898023,31.913826,-95.44999,63.0,23.0,15.0,2.0,4.0,fraud_Champlin-Casper,food_dining,M,62931 Ralph Court,Senatobia,TX,70447,"Psychologist, forensic",1
4.6089897,40.788506,-78.869484,6.5683937,40.85017,-79.57457,19.0,1.0,7.0,11.0,6.0,fraud_Fisher-Schowalter,gas_transport,F,00315 Ashley Valleys,Gardiner,RI,95453,"Nurse, mental health",1
4.688923,35.091904,-94.053734,8.313091,34.898563,-94.10986,33.0,22.0,8.0,9.0,1.0,"fraud_Feil, Hilpert and Koss",food_dining,F,5812 Ramos Oval Suite 598,Alva,AR,60072,Arts development officer,1
4.5907784,36.149284,-85.99389,10.020221,36.60672,-86.51022,63.0,1.0,20.0,5.0,0.0,fraud_Fadel Inc,grocery_net,M,610 Pacheco Parkway,Norman,TN,36749,"Engineer, communications",1
4.531498,44.125107,-112.88138,6.944963,43.801746,-113.07091,56.0,1.0,12.0,8.0,2.0,fraud_Keeling-Crist,home,F,0537 Margaret Common Suite 526,Wetmore,UT,73754,Cartographer,1
4.3616157,36.29655,-98.089165,2.479922,36.688652,-97.35222,37.0,21.0,6.0,9.0,6.0,fraud_Ankunding-Carroll,misc_net,M,320 Nicholson Orchard,Mill Creek,OK,63533,Quarry manager,1
4.4066253,40.21321,-99.130905,9.3193865,40.4253,-99.60989,71.0,21.0,10.0,7.0,2.0,fraud_Goyette Inc,grocery_net,M,062 Poole Hollow Apt. 815,Grantham,SD,88325,Occupational hygienist,1
4.4289694,34.620174,-86.64362,7.625582,34.356743,-85.53141,67.0,10.0,11.0,3.0,2.0,fraud_Dibbert-Green,grocery_pos,M,209 Austin Stream Apt. 231,Greenport,TN,33510,Retail merchandiser,1
4.429003,36.253952,-87.11295,8.524285,35.67861,-86.9174,33.0,16.0,7.0,12.0,5.0,fraud_Goodwin-Nitzsche,travel,M,3316 Cindy Land,North Haverhill,TN,57374,Geochemist,1
4.501464,38.717705,-84.99625,7.5120497,39.047554,-85.22611,51.0,22.0,11.0,7.0,3.0,fraud_Breitenberg-Hermiston,food_dining,F,05050 Rogers Well Apt. 439,Oxford,KY,68403,Teaching laboratory technician,1
4.393456,45.558964,-94.288216,6.7213974,45.99323,-94.45471,52.0,21.0,16.0,3.0,5.0,fraud_Gulgowski LLC,gas_transport,F,50614 Kevin Point,Gretna,MN,47842,"Research officer, political party",1
4.5091877,40.387455,-85.93794,10.618199,40.451534,-85.14003,44.0,23.0,21.0,3.0,4.0,"fraud_Moen, Reinger and Murphy",shopping_net,M,7955 Allen Orchard Apt. 336,Monmouth Beach,IN,92882,"Teacher, English as a foreign language",1
4.3697333,49.241608,-100.15698,3.5632284,49.172924,-100.54242,45.0,23.0,22.0,8.0,5.0,fraud_Bahringer-Streich,home,M,707 Anthony Causeway,Halma,ND,76445,Hotel manager,1
4.609015,39.894768,-79.28486,6.4033475,40.383533,-78.662,61.0,23.0,28.0,5.0,3.0,"fraud_Bahringer, Osinski and Block",kids_pets,F,72966 Shannon Pass Apt. 391,West Chazy,DE,7980,Trade mark attorney,1
4.5131083,41.18935,-74.335335,7.166243,41.059704,-75.02776,34.0,3.0,14.0,6.0,1.0,"fraud_Lehner, Reichert and Mills",shopping_net,F,06730 Joshua Isle Suite 555,Sea Island,NY,35554,"Psychotherapist, child",1
4.5088906,31.216236,-83.66529,7.590641,31.215471,-84.17173,58.0,23.0,18.0,5.0,0.0,fraud_Beer-Jast,entertainment,F,7898 Wanda Springs,Minnesota Lake,GA,39653,TEFL teacher,1
4.515631,38.67198,-77.020584,9.323491,38.759853,-76.97777,55.0,23.0,9.0,8.0,4.0,fraud_Hermann and Sons,misc_net,F,354 Gutierrez Gateway,Winslow,MD,49705,Software engineer,1
4.4714427,37.753674,-112.530136,11.384237,37.680817,-111.24563,51.0,23.0,4.0,3.0,1.0,"fraud_Goyette, Howell and Collier",shopping_pos,F,7507 Larry Passage Suite 859,Independence,NV,3816,Horticultural therapist,1
4.596675,39.4178,-102.27833,6.0796037,39.79024,-101.90517,67.0,23.0,10.0,4.0,4.0,fraud_Dicki Ltd,misc_pos,F,21326 Taylor Squares Suite 708,Port Gibson,WA,40170,Ecologist,1
4.4206724,45.367386,-73.76539,6.884082,44.72145,-72.867325,91.0,1.0,5.0,10.0,6.0,fraud_Dooley Inc,grocery_net,F,644 Deborah Courts,Washington Court House,NH,68881,Artist,1
4.5994143,39.946976,-75.690125,4.7855153,39.507816,-75.26176,70.0,23.0,5.0,1.0,5.0,"fraud_Wiza, Schaden and Stark",entertainment,F,6682 Green Forks,River,NJ,79343,Comptroller,1
4.477872,44.40986,-71.87454,13.286902,44.2466,-72.65772,56.0,23.0,26.0,2.0,0.0,"fraud_Gutmann, McLaughlin and Wiza",food_dining,F,782 Lee Crossing Apt. 209,Falls Church,VT,57374,Teaching laboratory technician,1
4.4344373,34.563007,-87.58964,5.454933,34.140053,-88.19724,21.0,4.0,7.0,10.0,1.0,fraud_Jast-McDermott,personal_care,F,69459 Rachel Prairie Apt. 850,Umatilla,MS,35049,Lexicographer,1
4.411485,43.175163,-116.366165,12.252034,43.597233,-116.35561,38.0,22.0,20.0,2.0,4.0,fraud_Ernser-Feest,travel,M,70858 Jasmine Meadows Apt. 135,Melbourne,OR,92101,"Psychologist, forensic",1
4.412484,45.98064,-95.7936,6.5275974,45.768948,-96.13683,76.0,22.0,11.0,8.0,6.0,fraud_Turner LLC,travel,M,2788 Brittney Island,Mount Hope,MN,24070,Race relations officer,1
4.683375,38.113266,-92.82172,6.983947,38.042362,-92.72495,63.0,23.0,12.0,5.0,1.0,fraud_Kozey-Kuhlman,food_dining,M,478 George Course Apt. 056,Clune,MO,35581,Barista,1
4.5005083,40.047253,-75.434326,9.277058,40.083378,-76.129295,39.0,0.0,21.0,7.0,1.0,"fraud_Schuppe, Nolan and Hoeger",grocery_pos,M,98897 Bennett Lodge,Prairie Hill,NJ,62896,"Scientist, research (maths)",1
4.692495,33.17736,-97.27253,9.615803,33.37719,-97.52019,43.0,22.0,8.0,12.0,6.0,fraud_Botsford and Sons,home,F,82073 Jessica Camp,Brownville,TX,72959,"Pharmacist, hospital",1
4.601345,44.47135,-123.10865,6.7980733,44.411713,-122.52712,47.0,13.0,12.0,10.0,2.0,"fraud_Raynor, Feest and Miller",personal_care,F,63991 Destiny Rue Apt. 651,Bessemer,OR,94569,"Sales professional, IT",1
4.6050014,39.19623,-98.704445,6.943641,39.542744,-98.31549,43.0,22.0,2.0,3.0,1.0,fraud_Nader-Heller,travel,M,63991 Destiny Rue Apt. 651,Prairie Hill,KS,14778,Public librarian,1
4.615167,44.23042,-111.101746,7.8036966,44.10095,-111.9346,38.0,2.0,12.0,5.0,6.0,"fraud_Bernier, Streich and Jewess",grocery_net,M,508 Erin Mount,Lolita,MT,62668,Amenity horticulturist,1
4.4324417,36.14779,-93.017944,8.175595,35.77236,-91.89146,52.0,9.0,11.0,2.0,2.0,fraud_Kihn-Schuster,grocery_pos,F,4293 Ramirez Squares,Emporium,AR,45638,Management consultant,1
4.6082444,40.37698,-99.78645,7.7239523,40.27397,-99.2788,52.0,9.0,21.0,3.0,4.0,"fraud_Hodkiewicz, Prohaska and Paucek",health_fitness,F,298 Kayla Lights,Kingsford Heights,KS,49101,Energy engineer,1
4.4544983,42.83802,-85.143,6.3064594,43.365265,-85.472664,32.0,1.0,10.0,9.0,3.0,fraud_Daugherty-Thompson,misc_pos,F,889 Sarah Station Suite 624,Haw River,MI,37663,Information officer,1
4.6076975,37.796326,-105.227844,7.313403,37.474754,-105.468254,51.0,1.0,2.0,2.0,6.0,"fraud_Casper, Hand and Zulauf",health_fitness,M,25454 Leonard Lake,Grantham,CO,39653,Fitness centre manager,1
4.403705,42.784134,-91.53133,7.307124,42.919758,-90.40764,73.0,16.0,29.0,2.0,3.0,fraud_Romaguera Ltd,health_fitness,M,914 Nancy Square,South Londonderry,WI,22853,Data scientist,1
4.5419292,43.7766,-109.35885,6.120388,43.41132,-106.70316,62.0,23.0,21.0,6.0,1.0,fraud_Ruecker-Mayert,shopping_net,F,010 Weaver Land,Viola,UT,63966,Architectural technologist,1
4.3939776,31.220207,-119.89617,10.377383,30.677776,-120.0342,34.0,18.0,2.0,10.0,5.0,fraud_Rau and Sons,grocery_net,M,32301 Albert River Suite 364,Paauilo,CA,48850,Aid worker,1
4.3634415,48.80469,-108.52012,9.80195,48.564682,-107.3514,41.0,22.0,4.0,5.0,1.0,"fraud_Gottlieb, Considine and Schultz",grocery_pos,M,0947 Kelly Courts,Barneveld,MT,90250,Estate manager/land agent,1
4.607796,37.472492,-81.55268,4.8817067,37.8628,-81.352425,65.0,9.0,29.0,7.0,0.0,fraud_Kling-Ernser,gas_transport,M,79019 Taylor Cliffs,Kirby,DC,65745,Occupational psychologist,1
4.4869905,32.85672,-90.61825,7.825222,32.860714,-91.40333,48.0,0.0,3.0,4.0,1.0,fraud_Stracke-Lemke,food_dining,F,464 Newman Crossroad,Mallie,MS,54441,Production manager,1
4.6391134,44.56749,-70.858376,7.0717583,44.15174,-70.58093,50.0,22.0,24.0,3.0,3.0,fraud_Bahringer-Larson,entertainment,F,4130 Tiffany Glen Apt. 562,Athena,ME,45331,"Teacher, primary school",1
4.4242997,30.692724,-96.894714,6.2365417,30.859774,-97.02312,41.0,3.0,20.0,11.0,2.0,"fraud_Brown, Homenick and Lesch",personal_care,F,2306 Clark Ranch Suite 515,Pearlington,TX,87540,"Biochemist, clinical",1
4.5899343,44.013653,-74.706894,8.373403,43.634598,-74.084526,74.0,21.0,29.0,6.0,1.0,fraud_Jast-McDermott,gas_transport,M,23656 Harris Gardens Suite 698,Iselin,NH,49621,Environmental health practitioner,1
4.522526,43.24635,-71.87871,7.7091494,43.327614,-72.18064,54.0,22.0,4.0,4.0,3.0,fraud_Adams-Barrows,home,M,2027 Snyder Track,Melbourne,NH,83120,"Radiographer, therapeutic",1
4.40773,37.864788,-76.33868,7.4833975,38.14211,-77.73249,18.0,18.0,14.0,7.0,5.0,fraud_Eichmann-Russel,grocery_net,M,007 Tonya Isle Suite 299,Coyle,VA,77327,Chartered loss adjuster,1
4.430558,41.96682,-72.43602,7.862878,42.042454,-72.99662,44.0,13.0,7.0,5.0,3.0,fraud_Breitenberg LLC,misc_net,F,053 Kim Valley Suite 928,Boonton,CT,57756,Stage manager,1
4.6019673,47.45409,-113.12512,9.770886,47.35942,-112.67349,64.0,23.0,17.0,6.0,2.0,"fraud_Christiansen, Goyette and Schamberger",personal_care,F,3867 Susan Corners Apt. 883,Saint Paul,MT,50595,Corporate investment banker,1
4.5904207,42.891724,-109.746735,6.37531,42.111176,-107.959435,58.0,23.0,6.0,10.0,2.0,fraud_Padberg-Welch,shopping_net,M,329 Emily Cape,Richland,WY,21102,"Geologist, wellsite",1
4.361366,32.653828,-85.45141,7.024476,32.989517,-85.51113,59.0,23.0,8.0,2.0,5.0,"fraud_Fadel, Mertz and Rippin",misc_net,M,641 Steven Mall Apt. 299,Palermo,GA,44265,"Nurse, mental health",1
4.686119,40.88114,-102.026054,11.792087,40.793484,-103.08983,32.0,23.0,23.0,11.0,0.0,fraud_Kozey-McDermott,food_dining,F,868 Brady Mill Apt. 837,Chester,SD,80005,"Librarian, public",1
4.486841,38.964573,-74.21534,8.818651,38.796795,-74.35112,47.0,22.0,15.0,5.0,4.0,fraud_Cartwright PLC,food_dining,M,292 Lowe Dam Suite 858,Wever,NJ,60091,Mudlogger,1
4.703907,35.727966,-106.69571,4.63117,35.96558,-106.59165,43.0,23.0,25.0,9.0,4.0,"fraud_Goldner, Kovacek and Abbott",grocery_pos,M,838 Franklin Prairie Apt. 902,Grenola,NM,73719,Chief Operating Officer,1
4.531576,39.043663,-128.90157,3.1780818,38.878437,-128.19485,39.0,4.0,11.0,7.0,5.0,fraud_Vandervort-Funk,entertainment,F,40624 Rebecca Spurs,Eagarville,HI,40914,Event organiser,1
4.5913324,40.56344,-71.81366,9.320514,41.389973,-71.81913,54.0,22.0,7.0,2.0,3.0,"fraud_Robel, Cummerata and Prosacco",travel,M,69608 Perez Mountain Apt. 006,Old Hickory,CT,96103,Medical secretary,1
4.5863214,38.97919,-78.352356,9.236609,38.38322,-77.3081,42.0,16.0,7.0,6.0,6.0,fraud_Reilly and Sons,home,M,27909 Peter Motorway,North Las Vegas,VA,21657,Legal secretary,1
4.4711556,41.708847,-101.676254,8.690779,41.84293,-101.91638,50.0,22.0,13.0,3.0,4.0,fraud_Bahringer-Larson,entertainment,F,46809 Toni Flat Suite 216,Senatobia,SD,90240,Financial trader,1
4.384118,43.937492,-69.398346,9.366556,44.027046,-68.83902,62.0,23.0,19.0,4.0,3.0,fraud_Fisher Inc,health_fitness,M,49120 Regina Island Apt. 170,Oriskany Falls,ME,77338,Advertising account executive,1
4.5959997,41.831875,-71.95912,7.29282,41.81368,-71.79124,30.0,23.0,4.0,7.0,6.0,fraud_Rempel Inc,travel,M,864 Reynolds Plains,Harmony,MA,49621,"Nurse, children's",1
4.387459,30.275337,-88.7357,13.96628,30.669107,-89.35323,57.0,22.0,11.0,8.0,5.0,fraud_Kuhic LLC,personal_care,M,589 Matthew Brooks,New York City,MS,75048,"Therapist, horticultural",1
4.583392,40.91153,-77.84268,9.92604,40.634056,-77.1424,39.0,21.0,21.0,2.0,3.0,fraud_Champlin and Sons,gas_transport,M,9016 Jordan Bypass Apt. 516,Heiskell,PA,38922,Lawyer,1
4.399191,42.836704,-70.53113,9.73264,43.007977,-69.95928,68.0,23.0,18.0,3.0,1.0,fraud_Mraz-Herzog,health_fitness,F,4602 Lopez Glens Suite 900,Belfast,ME,76248,Press photographer,1
4.4856896,39.187637,-104.23308,7.5250483,39.09754,-104.40468,18.0,23.0,5.0,7.0,6.0,fraud_Kuphal-Bartoletti,food_dining,F,250 Carrie Throughway,Boonton,CO,66618,Equality and diversity officer,1
4.476637,40.098263,-81.45601,10.597505,39.73705,-81.890236,39.0,23.0,15.0,10.0,3.0,fraud_Bahringer-Streich,shopping_pos,M,574 Patricia Extensions,Lake Oswego,OH,60963,"Engineer, building services",1
4.4171805,43.07516,-80.21155,8.072745,43.418255,-79.44519,72.0,22.0,15.0,3.0,4.0,"fraud_Lesch, D'Amore and Brown",travel,F,01770 Kevin Lodge Suite 190,Claypool,RI,8350,Senior tax professional/tax inspector,1
4.5030427,38.797955,-81.61948,7.723115,38.54378,-81.41193,37.0,23.0,22.0,3.0,4.0,fraud_Ankunding-Carroll,entertainment,M,321 Camacho Causeway,Stanchfield,WV,48636,Social researcher,1
4.429016,45.29475,-75.88925,7.2335987,45.52144,-76.21268,87.0,12.0,20.0,6.0,6.0,fraud_Pacocha-Bauch,misc_pos,F,23142 Montoya Island Apt. 742,Eureka,VT,87558,"Engineer, aeronautical",1
4.4327817,40.048325,-82.18481,7.5297318,39.975807,-81.76985,64.0,2.0,17.0,9.0,1.0,fraud_Stark-Batz,gas_transport,F,371 Anthony Trail Suite 354,Jefferson,OH,47863,Call centre manager,1
4.5053267,40.21776,-76.98188,10.054809,40.44528,-77.21369,39.0,7.0,12.0,3.0,3.0,fraud_Windler LLC,entertainment,F,502 Rice Plaza Apt. 979,Lomax,PA,22311,Veterinary surgeon,1
4.5228887,44.79497,-71.277534,6.0938115,45.26175,-71.28128,60.0,2.0,3.0,2.0,1.0,fraud_Jerde-Hermann,home,M,27718 Mason Bypass,Woodville,ME,86329,Learning mentor,1
4.5908704,42.336803,-84.36297,10.788829,42.638226,-85.03252,54.0,22.0,18.0,2.0,5.0,fraud_Pacocha-Bauch,travel,F,797 Jennifer Loop Suite 634,Newark Valley,MI,74555,Health physicist,1
4.573992,33.6173,-95.191864,9.072783,33.90939,-93.979454,52.0,23.0,6.0,4.0,6.0,"fraud_Klocko, Runolfsdottir and Breitenberg",travel,M,0984 Amanda Corners Apt. 297,Brunson,WA,87313,Immigration officer,1
4.582311,35.240437,-86.01634,13.466656,35.353977,-86.65949,23.0,0.0,7.0,5.0,3.0,fraud_Bartoletti and Sons,gas_transport,F,94975 David Mews Apt. 316,Colorado Springs,TN,67232,Trade mark attorney,1
4.3924513,42.94331,-98.17808,10.954361,42.759846,-98.46336,35.0,22.0,11.0,9.0,2.0,fraud_Stoltenberg-Beatty,misc_pos,F,246 Stewart Green Suite 149,Monmouth Beach,SD,82514,Equality and diversity officer,1
4.58501,31.741766,-90.82213,11.182861,31.487307,-90.984726,41.0,19.0,10.0,3.0,1.0,fraud_Feil-Morar,kids_pets,M,619 Jeremy Garden Apt. 681,North East,LA,58569,"Editor, magazine features",1
4.592522,38.143593,-80.80266,9.055031,38.284462,-80.67744,71.0,15.0,23.0,5.0,5.0,fraud_Daugherty-Thompson,personal_care,F,06393 Nancy Parkways Suite 855,Clarion,DC,71960,Insurance risk surveyor,1
4.478303,44.162243,-71.95465,3.771157,44.416824,-71.73144,27.0,3.0,4.0,5.0,5.0,"fraud_Kilback, Nitzsche and Leffler",shopping_pos,F,741 Adams Knolls,Moscow,ME,18246,Solicitor,1
4.3671227,39.033424,-90.71039,8.932572,38.784973,-91.13861,38.0,22.0,6.0,9.0,6.0,fraud_Abernathy and Sons,home,F,721 Jacqueline Brooks,Esbon,IL,91206,"Teacher, primary school",1
4.4304867,45.493248,-97.00063,7.724914,45.955544,-97.45393,54.0,2.0,27.0,2.0,1.0,"fraud_Weimann, Kuhic and Beahan",grocery_net,F,3426 David Divide Suite 717,Lorenzo,MN,26339,Video editor,1
4.440168,41.515846,-94.668236,6.0687613,41.364174,-94.57406,38.0,2.0,16.0,5.0,5.0,fraud_Connelly-Carter,entertainment,F,40624 Rebecca Spurs,San Angelo,IA,23357,Catering manager,1
4.6822996,46.802494,-110.64152,7.772331,46.78757,-109.90362,42.0,21.0,17.0,6.0,0.0,"fraud_Kerluke, Kertzmann and Wiza",food_dining,M,826 Benjamin Stravenue,San Angelo,MT,76445,Travel agency manager,1
4.629557,32.40699,-80.59471,9.843571,32.043083,-79.952805,69.0,2.0,19.0,1.0,5.0,"fraud_Hodkiewicz, Prohaska and Paucek",misc_pos,M,33010 Ford Harbor Apt. 887,Falls City,SC,70447,Artist,1
4.677996,37.563427,-131.41125,9.053177,37.440643,-131.80798,54.0,14.0,20.0,4.0,0.0,fraud_Ernser-Feest,food_dining,M,86542 Jessica Fords Apt. 706,Saint Amant,HI,75246,Armed forces logistics/support/administrative officer,1
4.42766,35.43688,-87.672295,8.875322,35.161613,-88.94207,67.0,23.0,22.0,9.0,6.0,fraud_Abbott-Steuber,misc_pos,F,351 Darlene Green,Mendon,AL,72135,"Engineer, electronics",1
4.4111667,38.956554,-76.53035,9.5074215,39.396744,-76.87393,36.0,22.0,6.0,10.0,6.0,"fraud_Weber, Thiel and Hammes",personal_care,M,4664 Sanchez Common Suite 930,Bailey,PA,42211,Tax inspector,1
4.406269,38.702564,-84.63968,9.967299,38.311768,-84.070915,90.0,21.0,10.0,9.0,1.0,"fraud_Hartmann, Rowe and Hermann",gas_transport,F,04139 Johnson Prairie Suite 401,Bay Minette,IN,76008,Clinical psychologist,1
